url,last_scraped
https://www.gpw.pl/spolka?isin=PLKETY000011,2025-06-29 12:49:58.278002
https://www.gpw.pl/spolka?isin=PLKGHM000017,2025-06-29 12:50:09.675782
https://www.gpw.pl/spolka?isin=PLKGNRC00015,2025-06-29 12:50:25.527744
https://www.gpw.pl/spolka?isin=PLKLNR000017,2025-06-29 12:50:39.792628
https://www.gpw.pl/spolka?isin=PLKLSTN00017,2025-06-29 12:50:51.065625
https://www.gpw.pl/spolka?isin=PLKMPTR00012,2025-06-29 12:51:05.171748
https://www.gpw.pl/spolka?isin=PLKNOPL00014,2025-06-29 12:51:20.881743
https://www.gpw.pl/spolka?isin=PLKOMPP00017,2025-06-29 12:51:35.680853
https://www.gpw.pl/spolka?isin=PLKPPD000017,2025-06-29 12:51:52.361249
https://www.gpw.pl/spolka?isin=PLKRINK00014,2025-06-29 12:52:08.060945
https://www.gpw.pl/spolka?isin=PLKRK0000010,2025-06-29 12:52:18.670203
https://www.gpw.pl/spolka?isin=PLKRKCH00019,2025-06-29 12:52:29.600626
https://www.gpw.pl/spolka?isin=PLKRKGL00012,2025-06-29 12:52:43.575591
https://www.gpw.pl/spolka?isin=PLKRVTM00010,2025-06-29 12:52:57.790559
https://www.gpw.pl/spolka?isin=PLLBPRT00013,2025-06-29 12:53:11.882831
https://www.gpw.pl/spolka?isin=PLLBT0000013,2025-06-29 12:53:28.313404
https://www.gpw.pl/spolka?isin=PLLCCRP00017,2025-06-29 12:53:41.239941
https://www.gpw.pl/spolka?isin=PLLENAL00015,2025-06-29 12:53:51.636599
https://www.gpw.pl/spolka?isin=PLLENTX00010,2025-06-29 12:54:06.543521
https://www.gpw.pl/spolka?isin=PLLKMDW00049,2025-06-29 12:54:20.684062
https://www.gpw.pl/spolka?isin=PLLPP0000011,2025-06-29 12:54:31.278920
https://www.gpw.pl/spolka?isin=PLLSSFT00016,2025-06-29 12:54:45.231491
https://www.gpw.pl/spolka?isin=PLLSTIA00018,2025-06-29 12:54:56.416081
https://www.gpw.pl/spolka?isin=PLLUBAW00013,2025-06-29 12:55:10.044356
https://www.gpw.pl/spolka?isin=PLLVTSF00010,2025-06-29 12:55:20.495579
https://www.gpw.pl/spolka?isin=PLLWBGD00016,2025-06-29 12:55:34.850315
https://www.gpw.pl/spolka?isin=PLLZPSK00019,2025-06-29 12:55:47.626012
https://www.gpw.pl/spolka?isin=PLMAKRM00019,2025-06-29 12:56:03.235181
https://www.gpw.pl/spolka?isin=PLMBION00016,2025-06-29 12:56:14.508223
https://www.gpw.pl/spolka?isin=PLMCIMG00012,2025-06-29 12:56:26.403629
https://www.gpw.pl/spolka?isin=PLMDCLG00015,2025-06-29 12:56:37.654394
https://www.gpw.pl/spolka?isin=PLMDNCE00016,2025-06-29 12:56:48.841862
https://www.gpw.pl/spolka?isin=PLMEXPL00010,2025-06-29 12:57:04.398203
https://www.gpw.pl/spolka?isin=PLMFO0000013,2025-06-29 12:57:17.344817
https://www.gpw.pl/spolka?isin=PLMGRON00016,2025-06-29 12:57:27.789320
https://www.gpw.pl/spolka?isin=PLMKRNP00015,2025-06-29 12:57:44.591229
https://www.gpw.pl/spolka?isin=PLMLPGR00017,2025-06-29 12:57:59.689529
https://www.gpw.pl/spolka?isin=PLMLSTM00015,2025-06-29 12:58:12.372541
https://www.gpw.pl/spolka?isin=PLMNNCP00011,2025-06-29 12:58:26.348427
https://www.gpw.pl/spolka?isin=PLMNRTR00012,2025-06-29 12:58:40.935616
https://www.gpw.pl/spolka?isin=PLMOBRK00013,2025-06-29 12:58:54.106526
https://www.gpw.pl/spolka?isin=PLMOJ0000015,2025-06-29 12:59:10.469610
https://www.gpw.pl/spolka?isin=PLMRBUD00015,2025-06-29 12:59:22.724637
https://www.gpw.pl/spolka?isin=PLMRCOR00016,2025-06-29 12:59:38.690193
https://www.gpw.pl/spolka?isin=PLMRCTR00015,2025-06-29 12:59:49.944530
https://www.gpw.pl/spolka?isin=PLMRVDV00011,2025-06-29 13:00:02.890147
https://www.gpw.pl/spolka?isin=PLMSTPL00018,2025-06-29 13:00:19.051262
https://www.gpw.pl/spolka?isin=PLMSTSD00019,2025-06-29 13:00:32.291106
https://www.gpw.pl/spolka?isin=PLMSTWS00019,2025-06-29 13:00:48.130922
https://www.gpw.pl/spolka?isin=PLMSTZB00018,2025-06-29 13:01:00.959559
https://www.gpw.pl/spolka?isin=PLMURPL00190,2025-06-29 13:01:18.586291
https://www.gpw.pl/spolka?isin=PLMUZA000019,2025-06-29 13:01:34.257832
