company_url,metric,value
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Przepływy pieniężne netto,"-2 385,00"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,EBITDA,"-7 967,00"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Stopa zwrotu z kapitału własnego (ROE),"-0,38"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Stopa zwrotu z aktywów (ROA),"-0,13"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Wskaźnik płynności bieżącej,"0,52"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Wskaźnik płynności szybkiej,"0,33"
https://www.gpw.pl/spolka?isin=PLMLSTM00015,Wskaźnik obsługi zadłużenia,"-2,59"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przychody ze sprzedaży,"402 917,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Zysk/strata ze sprzedaży,"25 341,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Pozostałe przychody operacyjne,"16 890,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Zysk/strata z działalności operacyjnej,"38 627,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przychody finansowe,"4 777,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Zysk/strata brutto,"47 687,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,zysk/strata netto udziałowców jednostki dominującej,"-662,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Amortyzacja (noty),"5 434,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,AKTYWA,"1 512 949,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Aktywa trwałe,"511 862,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Aktywa obrotowe,"1 001 087,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Kapitał własny udziałowców podmiotu dominującego,"725 498,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Kapitał podstawowy,"51 087,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Zobowiązania długoterminowe,"23 459,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Zobowiązania krótkoterminowe,"670 925,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przepływy operacyjne,"27 835,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przepływy inwestycyjne,"31 222,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-1 751,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przepływy finansowe,"-42 451,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Przepływy pieniężne netto,"16 606,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,EBITDA,"44 061,00"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Stopa zwrotu z kapitału własnego (ROE),"0,14"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Stopa zwrotu z aktywów (ROA),"0,08"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Wskaźnik płynności bieżącej,"1,49"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Wskaźnik płynności szybkiej,"0,34"
https://www.gpw.pl/spolka?isin=PLMNNCP00011,Wskaźnik obsługi zadłużenia,"12,63"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przychody ze sprzedaży,"80 129,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Zysk/strata ze sprzedaży,"516,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Pozostałe przychody operacyjne,"1 594,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Zysk/strata z działalności operacyjnej,"1 699,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przychody finansowe,"953,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Zysk/strata brutto,"1 966,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,zysk/strata netto udziałowców jednostki dominującej,"1 108,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Amortyzacja (noty),"2 255,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,AKTYWA,"368 782,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Aktywa trwałe,"166 040,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Aktywa obrotowe,"202 742,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Kapitał własny udziałowców podmiotu dominującego,"303 317,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Kapitał podstawowy,"3 056,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Zobowiązania długoterminowe,"21 421,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Zobowiązania krótkoterminowe,"42 645,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przepływy operacyjne,"-11 023,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przepływy inwestycyjne,"-13 426,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-539,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przepływy finansowe,"-2 151,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Przepływy pieniężne netto,"-26 600,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,EBITDA,"3 954,00"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Stopa zwrotu z kapitału własnego (ROE),"0,07"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Stopa zwrotu z aktywów (ROA),"0,06"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Wskaźnik płynności bieżącej,"4,75"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Wskaźnik płynności szybkiej,"1,89"
https://www.gpw.pl/spolka?isin=PLMNRTR00012,Wskaźnik obsługi zadłużenia,"26,68"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przychody ze sprzedaży,"59 594,43"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Zysk/strata ze sprzedaży,"16 271,73"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Pozostałe przychody operacyjne,"1 420,04"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Zysk/strata z działalności operacyjnej,"17 068,88"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przychody finansowe,"475,31"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Zysk/strata brutto,"15 232,41"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,zysk/strata netto udziałowców jednostki dominującej,"12 499,63"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Amortyzacja (noty),"7 199,33"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,AKTYWA,"478 111,22"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Aktywa trwałe,"361 619,25"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Aktywa obrotowe,"116 491,97"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Kapitał własny udziałowców podmiotu dominującego,"257 641,60"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Kapitał podstawowy,"35 128,85"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Zobowiązania długoterminowe,"165 865,97"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Zobowiązania krótkoterminowe,"52 763,12"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przepływy operacyjne,"15 078,15"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przepływy inwestycyjne,"-15 815,12"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-16 510,89"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przepływy finansowe,"-6 384,80"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Przepływy pieniężne netto,"-7 121,77"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,EBITDA,"24 268,21"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Stopa zwrotu z kapitału własnego (ROE),"0,30"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Stopa zwrotu z aktywów (ROA),"0,16"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Wskaźnik płynności bieżącej,"2,21"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Wskaźnik płynności szybkiej,"2,13"
https://www.gpw.pl/spolka?isin=PLMOBRK00013,Wskaźnik obsługi zadłużenia,"13,32"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przychody ze sprzedaży,"19 842,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Zysk/strata ze sprzedaży,"1 224,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Pozostałe przychody operacyjne,"175,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Zysk/strata z działalności operacyjnej,"1 593,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przychody finansowe,"7,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Zysk/strata brutto,"1 197,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,zysk/strata netto udziałowców jednostki dominującej,"1 099,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Amortyzacja (noty),"275,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,AKTYWA,"88 786,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Aktywa trwałe,"41 624,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Aktywa obrotowe,"47 162,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Kapitał własny udziałowców podmiotu dominującego,"43 737,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Kapitał podstawowy,"9 827,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Zobowiązania długoterminowe,"13 773,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Zobowiązania krótkoterminowe,"31 277,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przepływy operacyjne,"1 752,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przepływy inwestycyjne,"-301,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-80,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przepływy finansowe,"-181,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Przepływy pieniężne netto,"1 270,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,EBITDA,"1 868,00"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Stopa zwrotu z kapitału własnego (ROE),"0,08"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Stopa zwrotu z aktywów (ROA),"0,04"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Wskaźnik płynności bieżącej,"1,51"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Wskaźnik płynności szybkiej,"0,75"
https://www.gpw.pl/spolka?isin=PLMOJ0000015,Wskaźnik obsługi zadłużenia,"2,78"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przychody ze sprzedaży,"496 659,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Zysk/strata ze sprzedaży,"22 461,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Pozostałe przychody operacyjne,"8 021,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Zysk/strata z działalności operacyjnej,"25 345,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przychody finansowe,"924,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Zysk/strata brutto,"18 756,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,zysk/strata netto udziałowców jednostki dominującej,"15 005,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Amortyzacja (noty),"6 954,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,AKTYWA,"2 389 226,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Aktywa trwałe,"843 805,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Aktywa obrotowe,"1 545 422,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Kapitał własny udziałowców podmiotu dominującego,"1 110 025,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Kapitał podstawowy,"11 009,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Zobowiązania długoterminowe,"561 924,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Zobowiązania krótkoterminowe,"717 278,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przepływy operacyjne,"-329 906,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przepływy inwestycyjne,"-4 505,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-5 429,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przepływy finansowe,"57 741,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Przepływy pieniężne netto,"-276 670,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,EBITDA,"32 299,00"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Stopa zwrotu z kapitału własnego (ROE),"0,10"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Stopa zwrotu z aktywów (ROA),"0,05"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Wskaźnik płynności bieżącej,"2,15"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Wskaźnik płynności szybkiej,"1,61"
https://www.gpw.pl/spolka?isin=PLMRBUD00015,Wskaźnik obsługi zadłużenia,"5,41"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przychody ze sprzedaży,"587 401,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Zysk/strata ze sprzedaży,"58 240,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Pozostałe przychody operacyjne,"1 279,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Zysk/strata z działalności operacyjnej,"57 090,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przychody finansowe,"6 236,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Zysk/strata brutto,"59 390,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,zysk/strata netto udziałowców jednostki dominującej,"49 310,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Amortyzacja (noty),"19 223,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,AKTYWA,"432 380,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Aktywa trwałe,"199 401,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Aktywa obrotowe,"232 979,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Kapitał własny udziałowców podmiotu dominującego,"226 861,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Kapitał podstawowy,"3 892,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Zobowiązania długoterminowe,"75 055,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Zobowiązania krótkoterminowe,"118 055,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przepływy operacyjne,"49 028,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przepływy inwestycyjne,"-19 111,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-20 167,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przepływy finansowe,"-43 544,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Przepływy pieniężne netto,"-13 627,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,EBITDA,"76 313,00"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Stopa zwrotu z kapitału własnego (ROE),"0,23"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Stopa zwrotu z aktywów (ROA),"0,12"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Wskaźnik płynności bieżącej,"1,97"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Wskaźnik płynności szybkiej,"1,36"
https://www.gpw.pl/spolka?isin=PLMRCOR00016,Wskaźnik obsługi zadłużenia,"11,18"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przychody ze sprzedaży,"147 649,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Zysk/strata ze sprzedaży,"-1 141,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Pozostałe przychody operacyjne,"1 519,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Zysk/strata z działalności operacyjnej,"-1 026,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przychody finansowe,"3 961,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Zysk/strata brutto,"20 506,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,zysk/strata netto udziałowców jednostki dominującej,"29 811,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Amortyzacja (noty),"6 408,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,AKTYWA,"1 017 259,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Aktywa trwałe,"396 161,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Aktywa obrotowe,"621 098,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Kapitał własny udziałowców podmiotu dominującego,"920 865,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Kapitał podstawowy,"9 770,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Zobowiązania długoterminowe,"12 620,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Zobowiązania krótkoterminowe,"86 814,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przepływy operacyjne,"-29 763,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przepływy inwestycyjne,"32 134,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-6 731,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przepływy finansowe,"-382,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Przepływy pieniężne netto,"1 989,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,EBITDA,"5 382,00"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Stopa zwrotu z kapitału własnego (ROE),"0,08"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Stopa zwrotu z aktywów (ROA),"0,07"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Wskaźnik płynności bieżącej,"7,15"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Wskaźnik płynności szybkiej,"4,47"
https://www.gpw.pl/spolka?isin=PLMRCTR00015,Wskaźnik obsługi zadłużenia,"269,03"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przychody ze sprzedaży,"34 332,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Zysk/strata ze sprzedaży,"-5 559,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Pozostałe przychody operacyjne,"2 551,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Zysk/strata z działalności operacyjnej,"-5 130,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przychody finansowe,"1 443,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Zysk/strata brutto,"-12 375,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,zysk/strata netto udziałowców jednostki dominującej,"-12 249,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Amortyzacja (noty),"2 788,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,AKTYWA,"1 557 857,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Aktywa trwałe,"301 127,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Aktywa obrotowe,"1 256 730,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Kapitał własny udziałowców podmiotu dominującego,"685 706,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Kapitał podstawowy,"41 653,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Zobowiązania długoterminowe,"421 226,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Zobowiązania krótkoterminowe,"450 925,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przepływy operacyjne,"49 383,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przepływy inwestycyjne,"517,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-769,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przepływy finansowe,"-85 557,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Przepływy pieniężne netto,"-35 657,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,EBITDA,"-2 342,00"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Stopa zwrotu z kapitału własnego (ROE),"0,04"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Stopa zwrotu z aktywów (ROA),"0,02"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Wskaźnik płynności bieżącej,"2,79"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Wskaźnik płynności szybkiej,"0,54"
https://www.gpw.pl/spolka?isin=PLMRVDV00011,Wskaźnik obsługi zadłużenia,"2,62"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przychody ze sprzedaży,"42 872,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Zysk/strata ze sprzedaży,"1 072,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Pozostałe przychody operacyjne,"572,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Zysk/strata z działalności operacyjnej,"1 317,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przychody finansowe,"9,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Zysk/strata brutto,"715,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,zysk/strata netto udziałowców jednostki dominującej,"569,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Amortyzacja (noty),"531,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,AKTYWA,"96 115,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Aktywa trwałe,"38 474,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Aktywa obrotowe,"57 641,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Kapitał własny udziałowców podmiotu dominującego,"18 810,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Kapitał podstawowy,"20 000,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Zobowiązania długoterminowe,"8 613,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Zobowiązania krótkoterminowe,"68 692,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przepływy operacyjne,"-1 406,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przepływy inwestycyjne,"-291,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-303,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przepływy finansowe,"-1 316,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Przepływy pieniężne netto,"-3 013,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,EBITDA,"1 848,00"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Stopa zwrotu z kapitału własnego (ROE),"-0,12"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Stopa zwrotu z aktywów (ROA),"-0,03"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Wskaźnik płynności bieżącej,"0,84"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Wskaźnik płynności szybkiej,"0,77"
https://www.gpw.pl/spolka?isin=PLMSTPL00018,Wskaźnik obsługi zadłużenia,"0,98"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przychody ze sprzedaży,"875 025,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Zysk/strata ze sprzedaży,"39 101,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Pozostałe przychody operacyjne,"1 711,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Zysk/strata z działalności operacyjnej,"39 140,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przychody finansowe,"3 830,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Zysk/strata brutto,"34 184,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,zysk/strata netto udziałowców jednostki dominującej,"27 458,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Amortyzacja (noty),"12 388,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,AKTYWA,"2 656 924,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Aktywa trwałe,"915 733,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Aktywa obrotowe,"1 741 191,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Kapitał własny udziałowców podmiotu dominującego,"618 444,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Kapitał podstawowy,"495 738,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Zobowiązania długoterminowe,"185 494,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Zobowiązania krótkoterminowe,"1 852 986,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przepływy operacyjne,"-149 802,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przepływy inwestycyjne,"-6 100,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Nabycie rzeczowych aktywów trwałych oraz wartości niematerialnych,"-6 154,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przepływy finansowe,"-14 979,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Przepływy pieniężne netto,"-170 881,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,EBITDA,"51 528,00"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Stopa zwrotu z kapitału własnego (ROE),"-0,42"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Stopa zwrotu z aktywów (ROA),"-0,11"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Wskaźnik płynności bieżącej,"0,94"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Wskaźnik płynności szybkiej,"0,85"
https://www.gpw.pl/spolka?isin=PLMSTSD00019,Wskaźnik obsługi zadłużenia,"-9,61"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Przychody ze sprzedaży,"317 012,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Zysk/strata ze sprzedaży,"1 573,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Pozostałe przychody operacyjne,"1 812,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Zysk/strata z działalności operacyjnej,"2 826,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Przychody finansowe,"3 875,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Zysk/strata brutto,"1 510,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,zysk/strata netto udziałowców jednostki dominującej,"423,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Amortyzacja (noty),"20 335,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,AKTYWA,"1 020 257,00"
https://www.gpw.pl/spolka?isin=PLMSTWS00019,Aktywa trwałe,"274 055,00"
