company_url,shareholder,shares_count,shares_pct,votes_count,votes_pct
https://www.gpw.pl/spolka?isin=PLOPNPL00013,Dariusz Topolewski *,3 659 592,"32,57",3 659 592,"32,57"
https://www.gpw.pl/spolka?isin=PLOPNPL00013,Ryszard Zawieruszyński *,3 270 091,"29,10",3 270 091,"29,10"
https://www.gpw.pl/spolka?isin=PLOPNPL00013,Towarzystwo Funduszy Inwestycyjnych Allianz Polska Spółka Akcyjna,657 918,"5,86",657 918,"5,86"
https://www.gpw.pl/spolka?isin=PLOPNPL00013,Goldman Sachs Towarzystwo Funduszy Inwestycyjnych S.A,605 166,"5,39",605 166,"5,39"
https://www.gpw.pl/spolka?isin=PLOPTEM00012,Ryszard Woźniak,1 386 525,"17,61",1 386 525,"17,61"
https://www.gpw.pl/spolka?isin=PLOPTEM00012,Andrzej Pelczar,1 372 523,"17,44",1 372 523,"17,44"
https://www.gpw.pl/spolka?isin=PLOPTEM00012,Janusz Bober,1 372 523,"17,44",1 372 523,"17,44"
https://www.gpw.pl/spolka?isin=PLOPTEM00012,Wacław Irzeński,1 372 523,"17,44",1 372 523,"17,44"
https://www.gpw.pl/spolka?isin=PLOPTEM00012,Leon Marciniec,550 000,"6,99",550 000,"6,99"
https://www.gpw.pl/spolka?isin=PLOPTTC00011,Marcin Iwiński,12 650 000,"12,66",12 650 000,"12,66"
https://www.gpw.pl/spolka?isin=PLOPTTC00011,Michał Kiciński,9 989 363,"10,00",9 989 363,"10,00"
https://www.gpw.pl/spolka?isin=PLOPTTC00011,Piotr Nielubowicz,6 858 717,"6,86",6 858 717,"6,86"
https://www.gpw.pl/spolka?isin=PLOPTTC00011,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,5 690 017,"5,70",5 690 017,"5,70"
https://www.gpw.pl/spolka?isin=PLORZBL00013,Lech Sznajder *,12 343 456,"74,13",12 343 456,"74,13"
https://www.gpw.pl/spolka?isin=PLORZBL00013,Powszechne Towarzystwo Emerytalne PZU S.A.,2 656 891,"15,96",2 656 891,"15,96"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Budoprojekt Sp. z o.o.,2 436 000,"24,36",4 872 000,"34,31"
https://www.gpw.pl/spolka?isin=PLPANVA00013,PKO BP BANKOWY Powszechne Towarzystwo Emerytalne SA,1 160 000,"11,60",1 160 000,"8,17"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Generali Powszechne Towarzystwo Emerytalne SA,1 073 297,"10,73",1 073 297,"7,56"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Ewa i Grzegorz Bobkowscy,934 780,"9,35",1 669 780,"11,76"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,924 014,"9,24",924 014,"6,51"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Satnisław Lessaer i Katarzyna Jurek-Lessaer,897 248,"8,97",1 527 248,"10,76"
https://www.gpw.pl/spolka?isin=PLPANVA00013,Maciej Bobkowski,535 250,"5,35",934 250,"6,58"
https://www.gpw.pl/spolka?isin=PLPBG0000029,Małgorzata Wiśniewska,193 231 722,"23,61",193 231 722,"23,61"
https://www.gpw.pl/spolka?isin=PLPBG0000029,Bank Polska Kasa Opieki Spółka Akcyjna,57 236 556,"6,99",57 236 556,"6,99"
https://www.gpw.pl/spolka?isin=PLPBG0000029,Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna,49 252 468,"6,02",49 252 468,"6,02"
https://www.gpw.pl/spolka?isin=PLPCCEX00010,PCC SE,151 648 640,"87,09",275 714 640,"92,46"
https://www.gpw.pl/spolka?isin=PLPCCRK00076,PCC SE,16 728 811,"84,26",26 655 462,"89,51"
https://www.gpw.pl/spolka?isin=PLPCFGR00010,Sebastian Wojciechowski,14 989 480,"41,71",14 989 480,"41,71"
https://www.gpw.pl/spolka?isin=PLPCFGR00010,Krafton. Inc,3 594 028,"10,00",3 594 028,"10,00"
https://www.gpw.pl/spolka?isin=PLPCFGR00010,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,2 368 000,"6,59",2 368 000,"6,59"
https://www.gpw.pl/spolka?isin=PLPCFGR00010,Krzysztof Dolaś,1 808 609,"5,03",1 808 609,"5,03"
https://www.gpw.pl/spolka?isin=PLPEKAO00016,Powszechny Zakład Ubezpieczeń Spółka Akcyjna,52 494 007,"20,00",52 494 007,"20,00"
https://www.gpw.pl/spolka?isin=PLPEKAO00016,Polski Fundusz Rozwoju Spółka Akcyjna,33 596 166,"12,80",33 596 166,"12,80"
https://www.gpw.pl/spolka?isin=PLPEKAO00016,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,16 807 000,"6,40",16 807 000,"6,40"
https://www.gpw.pl/spolka?isin=PLPEKAO00016,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,14 140 661,"5,39",14 140 661,"5,39"
https://www.gpw.pl/spolka?isin=PLPEKPL00010,p. Michał Lisiecki. p. Katarzyna Gintrowska. Bartrade Sp. z o.o.,6 687 728,"64,42",6 687 728,"64,42"
https://www.gpw.pl/spolka?isin=PLPEKPL00010,PMPG Polskie Media Spółka Akcyjna,1 099 709,"10,59",1 099 709,"10,59"
https://www.gpw.pl/spolka?isin=PLPEPES00018,MIchał i Maksymilian Skotniccy,42 057 636,"44,27",42 057 636,"44,27"
https://www.gpw.pl/spolka?isin=PLPEPES00018,William Richardson *,27 759 032,"29,22",27 759 032,"29,22"
https://www.gpw.pl/spolka?isin=PLPEPES00018,Przedsiębiorstwo Przemysłu Spożywczego PEPEES Spółka Akcyjna,1 186 487,"1,25",1 186 487,"1,25"
https://www.gpw.pl/spolka?isin=PLPGER000010,Skarb Państwa *,1 384 299 101,"61,70",1 384 299 101,"61,70"
https://www.gpw.pl/spolka?isin=PLPHN0000014,Skarb Państwa,36 842 988,"71,93",36 842 988,"71,93"
https://www.gpw.pl/spolka?isin=PLPHN0000014,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,5 102 442,"9,96",5 102 442,"9,96"
https://www.gpw.pl/spolka?isin=PLPHN0000014,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A. *,2 879 184,"5,62",2 879 184,"5,62"
https://www.gpw.pl/spolka?isin=PLPHRMN00011,Pelion Spółka Akcyjna,6 842 267,"61,43",6 842 267,"61,43"
https://www.gpw.pl/spolka?isin=PLPHRMN00011,Konrad Palka i Ewa Gębicka-Palka,987 181,"8,86",987 181,"8,86"
https://www.gpw.pl/spolka?isin=PLPILAB00012,FGP VENTURE Sp. z.o.o.,1 175 000,"18,41",1 900 000,"26,73"
https://www.gpw.pl/spolka?isin=PLPILAB00012,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,841 083,"13,18",841 083,"11,83"
https://www.gpw.pl/spolka?isin=PLPILAB00012,RAISE SAS,625 000,"9,79",625 000,"8,79"
https://www.gpw.pl/spolka?isin=PLPKBEX00072,Maciej Grabski *,10 474 235,"42,19",10 474 235,"42,19"
https://www.gpw.pl/spolka?isin=PLPKBEX00072,Cantorelle Limited,2 958 200,"11,92",2 958 200,"11,92"
https://www.gpw.pl/spolka?isin=PLPKBEX00072,Fernik Holdings Limited,2 029 382,"8,17",2 029 382,"8,17"
https://www.gpw.pl/spolka?isin=PLPKBEX00072,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,1 710 000,"6,89",1 710 000,"6,89"
https://www.gpw.pl/spolka?isin=PLPKN0000018,Skarb Państwa,579 310 079,"49,90",579 310 079,"49,90"
https://www.gpw.pl/spolka?isin=PLPKN0000018,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,66 451 874,"5,72",66 451 874,"5,72"
https://www.gpw.pl/spolka?isin=PLPKO0000016,Skarb Państwa,392 406 277,"31,39",392 406 277,"31,39"
https://www.gpw.pl/spolka?isin=PLPKO0000016,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,98 669 361,"7,89",98 669 361,"7,89"
https://www.gpw.pl/spolka?isin=PLPKO0000016,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,83 713 383,"6,70",83 713 383,"6,70"
https://www.gpw.pl/spolka?isin=PLPKPCR00011,Polskie Koleje Państwowe S.A.,14 784 194,"33,01",14 784 194,"33,01"
https://www.gpw.pl/spolka?isin=PLPKPCR00011,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,5 409 513,"12,08",5 409 513,"12,08"
https://www.gpw.pl/spolka?isin=PLPLAYW00015,ACRX Investments Limited,2 700 000,"40,91",2 700 000,"40,91"
https://www.gpw.pl/spolka?isin=PLPLAYW00015,Krzysztof Kostowski *,2 700 000,"40,91",2 700 000,"40,91"
https://www.gpw.pl/spolka?isin=PLPLPGR00010,Righteight Holdings Limited,183 900,"47,55",183 900,"47,55"
https://www.gpw.pl/spolka?isin=PLPLPGR00010,WISE CAPITAL Alternatywna Spółka Inwestycyjna Sp. z o.o.,120 110,"31,05",120 110,"31,05"
https://www.gpw.pl/spolka?isin=PLPLPGR00010,WISE ENERGY Spółka Akcyjna,40 955,"10,59",40 955,"10,59"
https://www.gpw.pl/spolka?isin=PLPLSEP00013,Porozumienie: BIF IV Europe Holdings Limited. Mansa Investments sp. z o.o.,57 907 638,"74,99",57 907 638,"74,99"
https://www.gpw.pl/spolka?isin=PLPLSEP00013,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,6 045 142,"7,83",6 045 142,"7,83"
https://www.gpw.pl/spolka?isin=PLPLSEP00013,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,4 571 000,"5,92",4 571 000,"5,92"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,PAAN CAPITAL GP spółka z ograniczoną odpowiedzialnością III Alternatywna Spółka Inwestycyjna spółka komandytowa,993 602,"21,31",993 602,"19,29"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Venture Fundusz Inwestycyjny Zamknięty,884 789,"18,97",884 789,"17,18"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Towarzystwo Funduszy Inwestycyjnych Allianz Polska Spółka Akcyjna,362 728,"7,78",362 728,"7,04"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,356 000,"7,63",356 000,"6,91"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Quercus Towarzystwo Funduszy Inwestycyjnych Spółka Akcyjna,258 651,"5,55",258 651,"5,02"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Natalia Marek-Trzonkowska,244 499,"5,24",409 499,"7,95"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Piotr Trzonkowski,244 499,"5,24",409 499,"7,95"
https://www.gpw.pl/spolka?isin=PLPLTRG00038,Małgorzata Myśliwiec,165 000,"3,54",321 750,"6,25"
https://www.gpw.pl/spolka?isin=PLPMPOL00031,p. Paweł Szataniak. p. Mariusz Szataniak,29 707 353,"85,49",29 707 353,"85,49"
https://www.gpw.pl/spolka?isin=PLPOLWX00026,MOSTOSTAL ZABRZE Spółka Akcyjna,30 800 100,"49,92",30 800 100,"49,64"
https://www.gpw.pl/spolka?isin=PLPOLWX00026,Leszek Sobik *,7 596 542,"12,31",7 596 542,"12,24"
https://www.gpw.pl/spolka?isin=PLPOLWX00026,Krzysztof Moska,6 973 380,"11,30",6 974 380,"11,24"
https://www.gpw.pl/spolka?isin=PLPONAR00012,Grzegorz Hajdarowicz *,43 040 261,"62,76",43 040 261,"62,76"
https://www.gpw.pl/spolka?isin=PLPPWK000014,MNI Spółka Akcyjna *,8 999 946,"56,37",8 999 946,"56,31"
https://www.gpw.pl/spolka?isin=PLPRBLG00010,Filip Jeleń,216 717,"5,31",216 717,"5,31"
https://www.gpw.pl/spolka?isin=PLPRCHM00014,Steven Tappan,1 002 450,"50,00",1 002 450,"50,00"
https://www.gpw.pl/spolka?isin=PLPRCHM00014,Powszechne Towarzystwo Emerytalne PZU S.A.,284 916,"14,21",284 916,"14,21"
https://www.gpw.pl/spolka?isin=PLPRGNK00017,GUARDIAN INVESTMENT sp. z o.o.,1 772 081,"48,15",2 412 081,"55,84"
https://www.gpw.pl/spolka?isin=PLPRGNK00017,Dom Maklerski BDM Spółka Akcyjna,853 507,"23,19",853 507,"19,76"
https://www.gpw.pl/spolka?isin=PLPRGNK00017,Jan Bednarz,436 499,"11,86",439 499,"10,17"
https://www.gpw.pl/spolka?isin=PLPRMMD00012,Dariusz Plesiak i Renata Jankiewicz-Plesiak,1 820 000,"56,88",3 320 000,"70,64"
https://www.gpw.pl/spolka?isin=PLPRNTC00017,Anna Jermolajeva *,1 537 863,"32,23",1 537 863,"32,23"
https://www.gpw.pl/spolka?isin=PLPRNTC00017,Maija Suvorova *,793 525,"16,63",793 525,"16,63"
https://www.gpw.pl/spolka?isin=PLPRNTC00017,Instytut Technik Multimedialnych Sp. z o.o.,239 464,"5,02",239 464,"5,02"
https://www.gpw.pl/spolka?isin=PLPRNTC00017,PREP sp. z o.o.,238 601,"5,00",238 601,"5,00"
https://www.gpw.pl/spolka?isin=PLPROJP00018,Grupa Kapitałowa IMMOBILE Spółka Akcyjna *,3 932 370,"65,73",3 932 370,"65,73"
https://www.gpw.pl/spolka?isin=PLPSSUS00018,Paweł Misiurewicz *,658 965,"36,87",658 965,"36,87"
https://www.gpw.pl/spolka?isin=PLPSSUS00018,Porozumienie: p. Tadeusz Dudek. p. Karolina Janicka. Fundacja Rodzinna ABBEY w organizacji,187 505,"10,49",187 505,"10,49"
https://www.gpw.pl/spolka?isin=PLPSSUS00018,Bartosz Dzirba *,138 628,"7,76",138 628,"7,76"
https://www.gpw.pl/spolka?isin=PLPSSUS00018,Michał Czernikow *,128 699,"7,20",128 699,"7,20"
https://www.gpw.pl/spolka?isin=PLPSSUS00018,Dariusz Kopyt,126 206,"7,06",126 206,"7,06"
https://www.gpw.pl/spolka?isin=PLPTNTS00019,Małgorzata Elżbieta Duda (z domu Wąs),7 804 675,"26,46",13 846 350,"29,07"
https://www.gpw.pl/spolka?isin=PLPTNTS00019,Urszula Gotz,4 829 150,"16,37",8 183 300,"17,18"
https://www.gpw.pl/spolka?isin=PLPTNTS00019,Józef Duda,4 325 175,"14,66",7 679 350,"16,12"
https://www.gpw.pl/spolka?isin=PLPTNTS00019,Małgorzata Barbara Duda (z domu Wiktor),3 619 300,"12,27",6 306 800,"13,24"
https://www.gpw.pl/spolka?isin=PLPTNTS00019,Henryk Gotz,2 962 500,"10,04",5 650 000,"11,86"
https://www.gpw.pl/spolka?isin=PLPTWP000015,Wojciech Kuśpik,880 873,"71,19",880 873,"71,19"
https://www.gpw.pl/spolka?isin=PLPTWP000015,DGA Spółka Akcyjna,130 922,"10,58",130 922,"10,58"
https://www.gpw.pl/spolka?isin=PLPWRMD00011,Wojciech Narczyński,1 717 500,"26,84",2 717 500,"33,00"
https://www.gpw.pl/spolka?isin=PLPWRMD00011,Marta Przewłocka,870 398,"13,60",1 430 398,"17,37"
https://www.gpw.pl/spolka?isin=PLPWRMD00011,Försäkringsaktiebolaget Avanza Pension,430 720,"6,73",430 720,"5,23"
https://www.gpw.pl/spolka?isin=PLPWRMD00011,Agnieszka Kozłowska,411 000,"6,42",686 000,"8,33"
https://www.gpw.pl/spolka?isin=PLPZBDT00013,Łukasz Fojt,20 380 985,"45,46",24 274 985,"49,81"
https://www.gpw.pl/spolka?isin=PLPZBDT00013,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,5 105 444,"11,39",5 105 444,"10,48"
https://www.gpw.pl/spolka?isin=PLPZU0000011,Skarb Państwa,295 217 300,"34,19",295 217 300,"34,19"
https://www.gpw.pl/spolka?isin=PLPZU0000011,BlackRock. Inc.,43 359 398,"5,02",43 359 398,"5,02"
https://www.gpw.pl/spolka?isin=PLQNTHL00017,Artur Podhorodecki,287 000,"11,70",287 000,"11,70"
https://www.gpw.pl/spolka?isin=PLQNTHL00017,Mateusz Bański,287 000,"11,70",287 000,"11,70"
https://www.gpw.pl/spolka?isin=PLQNTHL00017,Kvarko ASI Sp. z o.o,200 000,"8,15",200 000,"8,15"
https://www.gpw.pl/spolka?isin=PLQNTUM00018,Quantum Assets sp. z o.o,970 912,"71,14",1 646 333,"77,85"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,Sebastian Buczek,6 727 018,"12,92",6 727 018,"12,92"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,Jakub Głowacki,6 000 000,"11,52",6 000 000,"11,52"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,Quercus Towarzystwo Funduszy Inwestycyjnych Spółka Akcyjna,5 129 584,"9,85",5 129 584,"9,85"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,p. Zbigniew Juroszek . p. Mateusz Juroszek *,4 439 153,"8,52",4 439 153,"8,52"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,3 995 579,"7,67",3 995 579,"7,67"
https://www.gpw.pl/spolka?isin=PLQRCUS00012,Anna Buczek,3 324 299,"6,38",3 324 299,"6,38"
https://www.gpw.pl/spolka?isin=PLR220000018,Jacek Duch *,3 910 932,"27,58",3 910 932,"27,58"
https://www.gpw.pl/spolka?isin=PLR220000018,Jakub Dwernicki *,2 421 148,"17,07",2 421 148,"17,07"
https://www.gpw.pl/spolka?isin=PLR220000018,Robert Dwernicki *,1 003 430,"7,08",1 003 430,"7,08"
https://www.gpw.pl/spolka?isin=PLR220000018,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,814 393,"5,74",814 393,"5,74"
https://www.gpw.pl/spolka?isin=PLR220000018,Vienna Powszechne Towarzystwo Emerytalne S.A. Vienna Insurance Group.,776 507,"5,48",776 507,"5,48"
https://www.gpw.pl/spolka?isin=PLR220000018,Towarzystwo Funduszy Inwestycyjnych Allianz Polska Spółka Akcyjna,718 880,"5,07",718 880,"5,07"
https://www.gpw.pl/spolka?isin=PLRAFAK00018,Porozumienie Fundusz Inwestycji Polskich Przedsiębiorstw FIZ Aktywów Niepublicznych. PBG S.A. w restrukturyzacji w likwidacji. Multaros Trading Company Ltd,53 281 769,"33,00",53 281 769,"33,00"
https://www.gpw.pl/spolka?isin=PLRAFAK00018,EKO-OKNA S.A.,17 346 754,"10,75",17 346 754,"10,75"
https://www.gpw.pl/spolka?isin=PLREDAN00019,Porozumienie: p. Radosław Wiśniewski. p. Piengjai Wiśniewska. p. Teresa Wiśniewska. Ores Sp. z o.o.,23 215 643,"65,01",27 920 443,"69,09"
https://www.gpw.pl/spolka?isin=PLRELPL00014,Adam Ambroziak,3 171 000,"33,00",3 171 000,"33,00"
https://www.gpw.pl/spolka?isin=PLRELPL00014,Piotr Osiński,1 039 212,"10,81",1 039 212,"10,81"
https://www.gpw.pl/spolka?isin=PLREMAK00016,ZARMEN Sp. z o.o.,1 548 594,"51,62",1 548 594,"51,62"
https://www.gpw.pl/spolka?isin=PLREMAK00016,Powszechne Towarzystwo Emerytalne PZU S.A.,401 896,"13,40",401 896,"13,40"
https://www.gpw.pl/spolka?isin=PLREMAK00016,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,236 784,"7,89",236 784,"7,89"
https://www.gpw.pl/spolka?isin=PLRESBD00032,DKW Polska OÜ,86 885 727,"27,54",86 885 727,"27,54"
https://www.gpw.pl/spolka?isin=PLRESBD00032,Sergiusz Pietrosz,80 171 928,"25,41",80 171 928,"25,41"
https://www.gpw.pl/spolka?isin=PLRESBD00032,Alexey Petrov *,53 478 638,"16,95",53 478 638,"16,95"
https://www.gpw.pl/spolka?isin=PLRESBD00032,Olga Petrova *,42 936 080,"13,61",42 936 080,"13,61"
https://www.gpw.pl/spolka?isin=PLRFMET00016,Agencja Rozwoju Przemysłu Spółka Akcyjna,8 008 195,"95,50",8 008 195,"95,50"
https://www.gpw.pl/spolka?isin=PLRNBWT00031,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A. *,2 351 481,"16,16",2 351 481,"14,78"
https://www.gpw.pl/spolka?isin=PLRNBWT00031,Sławomir Wysmyk,1 680 000,"11,54",3 030 000,"19,04"
https://www.gpw.pl/spolka?isin=PLRNBWT00031,Generali Powszechne Towarzystwo Emerytalne SA,1 092 223,"7,51",1 092 223,"6,86"
https://www.gpw.pl/spolka?isin=PLRNDCB00011,Iridium Media Group GmbH,600 000,"55,72",600 000,"55,72"
https://www.gpw.pl/spolka?isin=PLRNDCB00011,Damian Szymański *,261 000,"24,24",261 000,"24,24"
https://www.gpw.pl/spolka?isin=PLRNKPR00014,Jan Mroczka *,16 250 960,"43,70",29 001 920,"58,08"
https://www.gpw.pl/spolka?isin=PLRNKPR00014,Bogusław Marczak,2 576 500,"6,93",2 576 500,"5,16"
https://www.gpw.pl/spolka?isin=PLROPCE00017,Porozumienie: p.Józef Siwiec. p.Marian Darłak. p.Robert Duszkiewicz. p.Robert Siwiec. p.Leszek Piczak. p.Roman Wenc. p.Krzysztof Miąso. p.Zbigniew Czapka. Interminex Handelsgesellschaft m.b.H.. Zakłady Magnezytowe ROPCZYCE S.A.,4 629 069,"73,95",4 629 069,"73,95"
https://www.gpw.pl/spolka?isin=PLSANWL00012,VALUE Fundusz Inwestycyjny Zamknięty,7 163 953,"44,76",7 163 953,"44,76"
https://www.gpw.pl/spolka?isin=PLSARE000013,Buffis sp. z o.o.,342 972,"13,80",342 972,"13,80"
https://www.gpw.pl/spolka?isin=PLSARE000013,BUDMAT - Bogdan Więcek,307 780,"12,38",307 780,"12,38"
https://www.gpw.pl/spolka?isin=PLSARE000013,Euvic 2030 sp. z o.o.,307 780,"12,38",307 780,"12,38"
https://www.gpw.pl/spolka?isin=PLSARE000013,Fundacji Rodziny Śmiechowskich Fundacji Rodzinnej,307 780,"12,38",307 780,"12,38"
https://www.gpw.pl/spolka?isin=PLSARE000013,Hasco TM sp. z o.o. sp. k.,307 780,"12,38",307 780,"12,38"
https://www.gpw.pl/spolka?isin=PLSARE000013,Tomasz Pruszczyński,276 278,"11,11",276 278,"11,11"
https://www.gpw.pl/spolka?isin=PLSARE000013,Euvic IT S.A.,170 200,"6,85",170 200,"6,85"
https://www.gpw.pl/spolka?isin=PLSCPFL00018,TOTAL Fundusz Inwestycyjny Zamknięty *,450 000,"16,51",450 000,"16,51"
https://www.gpw.pl/spolka?isin=PLSCPFL00018,Piotr Garstecki,367 674,"13,49",367 674,"13,49"
https://www.gpw.pl/spolka?isin=PLSCPFL00018,Marcin Izydorzak,356 223,"13,07",356 223,"13,07"
https://www.gpw.pl/spolka?isin=PLSEKO000014,Złota Rybka Sp. z o.o.,4 155 688,"62,49",4 155 688,"62,49"
https://www.gpw.pl/spolka?isin=PLSEKO000014,Fundusze inwestycyjne Opera. Novo. Optimum,955 313,"14,37",955 313,"14,37"
https://www.gpw.pl/spolka?isin=PLSEKO000014,PKO BP BANKOWY Powszechne Towarzystwo Emerytalne SA,676 479,"10,17",676 479,"10,17"
https://www.gpw.pl/spolka?isin=PLSELNA00010,Krzysztof Domarecki *,17 813 000,"78,01",21 813 000,"81,29"
https://www.gpw.pl/spolka?isin=PLSELNA00010,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,1 468 016,"6,43",1 468 016,"5,47"
https://www.gpw.pl/spolka?isin=PLSELNA00010,Selena FM Spółka Akcyjna,1 194 834,"5,23",1 194 834,"4,45"
https://www.gpw.pl/spolka?isin=PLSELVT00013,Paweł Przewięźlikowski,3 982 160,"17,22",7 482 160,"27,54"
https://www.gpw.pl/spolka?isin=PLSELVT00013,Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,2 132 540,"9,22",2 132 540,"7,85"
https://www.gpw.pl/spolka?isin=PLSELVT00013,BioNTech SE,1 917 437,"8,29",1 917 437,"7,06"
https://www.gpw.pl/spolka?isin=PLSELVT00013,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,1 389 036,"6,01",1 389 036,"5,11"
https://www.gpw.pl/spolka?isin=PLSELVT00013,Tadeusz Wesołowski *,1 372 713,"5,94",1 372 713,"5,05"
https://www.gpw.pl/spolka?isin=PLSELVT00013,Bogusław Sieczkowski,825 348,"3,57",1 375 348,"5,06"
https://www.gpw.pl/spolka?isin=PLSFNKS00011,Porozumienie: p. Sylwester Cacek. p. Michalina Marzec. p. Mateusz Cacek,7 991 686,"21,06",7 991 686,"21,06"
https://www.gpw.pl/spolka?isin=PLSHPR000021,cyber_Folks Spółka  Akcyjna,14 039 145,"49,90",14 039 145,"49,90"
https://www.gpw.pl/spolka?isin=PLSHPR000021,Towarzystwo Funduszy Inwestycyjnych Allianz Polska Spółka Akcyjna,1 420 717,"5,05",1 420 717,"5,05"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,Sławomir Halaba,4 133 333,"17,72",4 133 333,"17,72"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,IMW sp. z o.o.,3 000 000,"12,86",3 000 000,"12,86"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,Vindictia Sp. z o.o.,2 324 348,"9,97",2 324 348,"9,97"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,TalentMedia Balcans sp. z o.o.,1 977 000,"8,48",1 977 000,"8,48"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,Beata Siudak,1 695 046,"7,27",1 695 046,"7,27"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,Stanisława Halaba,1 379 633,"5,92",1 379 633,"5,92"
https://www.gpw.pl/spolka?isin=PLSKLNW00011,Łukasz Rey,1 335 834,"5,73",1 335 834,"5,73"
https://www.gpw.pl/spolka?isin=PLSKRBH00014,William Roderick Richardson. Marconia Enterprises Limited. Perła-Browary Lubelskie S.A.. Lubelski Chmiel Investment sp. z o.o.. Aoram sp. z o.o.. Real Estate Investment FIZAN,3 295 670,"48,34",3 295 670,"48,34"
https://www.gpw.pl/spolka?isin=PLSKRBH00014,Zbigniew Juroszek *,853 240,"12,51",853 240,"12,51"
https://www.gpw.pl/spolka?isin=PLSKRBH00014,Quercus Towarzystwo Funduszy Inwestycyjnych Spółka Akcyjna,517 766,"7,59",517 766,"7,59"
https://www.gpw.pl/spolka?isin=PLSKRBH00014,PKO BP BANKOWY Powszechne Towarzystwo Emerytalne SA,341 550,"5,01",341 550,"5,01"
https://www.gpw.pl/spolka?isin=PLSKTAN00010,Roman Krzysztof Karkosik *,29 985 129,"45,51",29 985 129,"45,51"
https://www.gpw.pl/spolka?isin=PLSKTAN00010,Unibax Sp. z o.o.,3 659 849,"5,56",3 659 849,"5,56"
https://www.gpw.pl/spolka?isin=PLSLVCR00029,Paweł Przewięźlikowski,2 943 150,"16,03",5 875 150,"26,90"
https://www.gpw.pl/spolka?isin=PLSLVCR00029,Towarzystwo Funduszy Inwestycyjnych Allianz Polska Spółka Akcyjna,2 093 826,"11,41",2 093 826,"9,59"
https://www.gpw.pl/spolka?isin=PLSLVCR00029,NATIONALE-NEDERLANDEN Powszechne Towarzystwo Emerytalne S.A.,1 901 959,"10,36",1 901 959,"8,71"
https://www.gpw.pl/spolka?isin=PLSLVCR00029,Bogusław Sieczkowski,944 617,"5,15",1 494 617,"6,84"
https://www.gpw.pl/spolka?isin=PLSMFBC00016,Emil Leszczyński,5 938 737,"48,87",5 938 737,"48,87"
https://www.gpw.pl/spolka?isin=PLSMFBC00016,Julia Leszczyńska,800 000,"6,58",800 000,"6,58"
https://www.gpw.pl/spolka?isin=PLSNKTK00019,MELHUS COMPANY LIMITED,2 047 380,"24,00",2 047 380,"24,00"
